Date updated,County code,County,Total cases ,Confirmed cases,Probable cases,Total case rate,Hospitalized cases,Total deaths,Confirmed deaths,Probable deaths
01/06/2021,6,New London,12164,11867,297,4559,87,275,208,67
01/06/2021,7,Tolland,5365,5022,343,3555,7,114,91,23
01/06/2021,8,Windham,6004,5864,140,5130,32,88,75,13
01/07/2021,1,Fairfield,61285,56931,4354,6493,274,1779,1399,380
01/07/2021,2,Hartford,51890,49649,2241,5813,341,1921,1544,377
01/07/2021,3,Litchfield,8239,7642,597,4549,14,239,207,32
01/07/2021,4,Middlesex,7483,7059,424,4600,57,277,214,63
01/07/2021,5,New Haven,52278,48764,3514,6096,297,1627,1387,240
01/07/2021,6,New London,12434,12134,300,4661,88,276,209,67
01/07/2021,7,Tolland,5443,5100,343,3607,6,115,91,24
01/07/2021,8,Windham,6172,6020,152,5274,32,89,75,14
01/10/2021,1,Fairfield,63073,58633,4440,6683,281,1797,1416,381
01/10/2021,2,Hartford,53892,51627,2265,6037,350,1958,1579,379
01/10/2021,3,Litchfield,8496,7881,615,4691,22,239,208,31
01/10/2021,4,Middlesex,7757,7322,435,4768,52,281,216,65
01/10/2021,5,New Haven,53924,50354,3570,6288,294,1648,1407,241
01/10/2021,6,New London,13160,12850,310,4933,97,282,211,71
01/10/2021,7,Tolland,5689,5335,354,3770,6,118,94,24
01/10/2021,8,Windham,6588,6423,165,5629,40,92,78,14
01/11/2021,1,Fairfield,64066,59523,4543,6788,284,1806,1422,384
01/11/2021,2,Hartford,54900,52591,2309,6150,342,1966,1586,380
01/11/2021,3,Litchfield,8631,7993,638,4766,21,241,209,32
01/11/2021,4,Middlesex,7875,7432,443,4841,62,282,217,65
01/11/2021,5,New Haven,54757,51080,3677,6385,297,1653,1412,241
01/11/2021,6,New London,13492,13169,323,5057,102,284,213,71
01/11/2021,7,Tolland,5791,5436,355,3837,4,120,95,25
01/11/2021,8,Windham,6732,6566,166,5753,42,95,81,14
01/12/2021,1,Fairfield,65000,60383,4617,6887,267,1821,1435,386
01/12/2021,2,Hartford,55710,53300,2410,6241,361,1978,1596,382
01/12/2021,3,Litchfield,8750,8103,647,4831,20,244,212,32
01/12/2021,4,Middlesex,8007,7552,455,4922,55,289,222,67
01/12/2021,5,New Haven,55665,51915,3750,6491,301,1680,1432,248
01/12/2021,6,New London,13890,13565,325,5206,99,301,227,74
01/12/2021,7,Tolland,5876,5515,361,3893,7,122,96,26
01/12/2021,8,Windham,6849,6671,178,5852,38,98,83,15
01/13/2021,1,Fairfield,65226,60528,4698,6911,243,1825,1438,387
01/13/2021,2,Hartford,55926,53488,2438,6265,368,1981,1597,384
01/13/2021,3,Litchfield,8796,8132,664,4857,19,243,212,31
01/13/2021,4,Middlesex,8041,7577,464,4943,52,290,223,67
01/13/2021,5,New Haven,55943,52128,3815,6523,306,1685,1437,248
01/13/2021,6,New London,14000,13669,331,5248,91,304,229,75
01/13/2021,7,Tolland,5911,5544,367,3917,7,122,96,26
01/13/2021,8,Windham,6879,6697,182,5878,32,99,84,15
01/14/2021,1,Fairfield,65725,60965,4760,6964,248,1830,1443,387
01/14/2021,2,Hartford,56292,53822,2470,6306,354,1992,1607,385
01/14/2021,3,Litchfield,8879,8195,684,4903,20,245,213,32
01/14/2021,4,Middlesex,8110,7640,470,4985,51,292,225,67
01/14/2021,5,New Haven,56512,52652,3860,6589,299,1694,1446,248
01/14/2021,6,New London,14167,13833,334,5310,85,311,236,75
01/14/2021,7,Tolland,5967,5598,369,3954,9,124,97,27
01/14/2021,8,Windham,6951,6767,184,5940,32,102,85,17
01/17/2021,1,Fairfield,67081,62340,4741,7107,276,1851,1464,387
01/17/2021,2,Hartford,58134,55557,2577,6512,322,2013,1627,386
01/17/2021,3,Litchfield,9118,8430,688,5034,16,244,213,31
01/17/2021,4,Middlesex,8405,7933,472,5167,43,298,229,69
01/17/2021,5,New Haven,58165,54229,3936,6782,326,1701,1453,248
01/17/2021,6,New London,14885,14505,380,5579,94,323,247,76
01/17/2021,7,Tolland,6180,5818,362,4095,4,125,98,27
01/17/2021,8,Windham,7325,7149,176,6259,33,109,88,21
01/18/2021,1,Fairfield,67617,62882,4735,7164,283,1853,1466,387
01/18/2021,2,Hartford,58705,56123,2582,6576,329,2017,1630,387
01/18/2021,3,Litchfield,9191,8506,685,5075,17,244,213,31
01/18/2021,4,Middlesex,8497,8018,479,5223,37,298,229,69
01/18/2021,5,New Haven,58627,54682,3945,6836,343,1706,1457,249
01/18/2021,6,New London,15086,14704,382,5655,93,325,248,77
01/18/2021,7,Tolland,6255,5888,367,4145,6,125,98,27
01/18/2021,8,Windham,7402,7219,183,6325,33,109,88,21
01/19/2021,1,Fairfield,68079,63190,4889,7213,279,1868,1478,390
01/19/2021,2,Hartford,59147,56438,2709,6626,325,2025,1637,388
01/19/2021,3,Litchfield,9266,8553,713,5116,16,245,213,32
01/19/2021,4,Middlesex,8563,8068,495,5264,35,303,233,70
01/19/2021,5,New Haven,59168,55049,4119,6899,343,1713,1464,249
01/19/2021,6,New London,15298,14878,420,5734,92,328,250,78
01/19/2021,7,Tolland,6300,5921,379,4174,4,125,98,27
01/19/2021,8,Windham,7480,7296,184,6392,30,114,93,21
01/20/2021,1,Fairfield,68512,63591,4921,7259,263,1878,1487,391
01/20/2021,2,Hartford,59573,56850,2723,6673,314,2037,1649,388
01/20/2021,3,Litchfield,9317,8599,718,5144,16,246,214,32
01/20/2021,4,Middlesex,8646,8137,509,5315,34,303,233,70
01/20/2021,5,New Haven,59585,55410,4175,6948,330,1729,1478,251
01/20/2021,6,New London,15483,15052,431,5804,81,334,254,80
01/20/2021,7,Tolland,6342,5960,382,4202,4,125,98,27
01/20/2021,8,Windham,7534,7346,188,6438,27,116,94,22
01/21/2021,1,Fairfield,69065,64078,4987,7318,250,1886,1494,392
01/21/2021,2,Hartford,60027,57280,2747,6724,325,2048,1659,389
01/21/2021,3,Litchfield,9391,8661,730,5185,20,246,214,32
01/21/2021,4,Middlesex,8712,8201,511,5355,36,307,237,70
01/21/2021,5,New Haven,60085,55869,4216,7006,308,1738,1486,252
01/21/2021,6,New London,15684,15248,436,5879,86,343,258,85
01/21/2021,7,Tolland,6422,6039,383,4255,4,126,98,28
01/21/2021,8,Windham,7642,7450,192,6530,29,120,95,25
01/24/2021,1,Fairfield,70347,65270,5077,7453,258,1899,1507,392
01/24/2021,2,Hartford,61606,58805,2801,6901,312,2069,1679,390
01/24/2021,3,Litchfield,9616,8851,765,5309,21,250,217,33
01/24/2021,4,Middlesex,8895,8378,517,5468,42,312,241,71
01/24/2021,5,New Haven,61489,57174,4315,7170,301,1763,1508,255
01/24/2021,6,New London,16194,15742,452,6070,92,353,263,90
01/24/2021,7,Tolland,6659,6266,393,4412,8,127,99,28
01/24/2021,8,Windham,7934,7737,197,6780,34,129,102,27
01/25/2021,1,Fairfield,70766,65633,5133,7498,265,1906,1512,394
01/25/2021,2,Hartford,61904,59088,2816,6934,312,2074,1683,391
01/25/2021,3,Litchfield,9667,8899,768,5338,21,251,217,34
01/25/2021,4,Middlesex,8956,8428,528,5505,35,314,241,73
01/25/2021,5,New Haven,61803,57455,4348,7206,302,1766,1511,255
01/25/2021,6,New London,16321,15870,451,6118,97,355,265,90
01/25/2021,7,Tolland,6681,6287,394,4427,7,129,100,29
01/25/2021,8,Windham,7986,7785,201,6824,29,133,105,28
01/26/2021,1,Fairfield,71416,66239,5177,7567,250,1917,1525,392
01/26/2021,2,Hartford,62520,59660,2860,7003,312,2086,1693,393
01/26/2021,3,Litchfield,9782,9002,780,5401,13,252,218,34
01/26/2021,4,Middlesex,9042,8508,534,5558,30,318,244,74
01/26/2021,5,New Haven,62396,57957,4439,7275,285,1774,1519,255
01/26/2021,6,New London,16518,16061,457,6192,90,355,265,90
01/26/2021,7,Tolland,6772,6366,406,4487,7,131,103,28
01/26/2021,8,Windham,8072,7861,211,6898,29,136,108,28
01/27/2021,1,Fairfield,71697,66499,5198,7596,257,1927,1532,395
01/27/2021,2,Hartford,62913,60037,2876,7048,301,2099,1706,393
01/27/2021,3,Litchfield,9842,9057,785,5434,16,253,219,34
01/27/2021,4,Middlesex,9141,8577,564,5619,27,319,245,74
01/27/2021,5,New Haven,62757,58287,4470,7318,277,1782,1526,256
01/27/2021,6,New London,16644,16180,464,6239,85,361,271,90
01/27/2021,7,Tolland,6805,6395,410,4509,7,134,105,29
01/27/2021,8,Windham,8136,7922,214,6952,25,138,110,28
01/28/2021,1,Fairfield,72026,66818,5208,7631,253,1932,1535,397
01/28/2021,2,Hartford,63211,60304,2907,7081,306,2107,1713,394
01/28/2021,3,Litchfield,9883,9092,791,5457,17,254,220,34
01/28/2021,4,Middlesex,9202,8607,595,5656,24,319,245,74
01/28/2021,5,New Haven,63085,58600,4485,7356,271,1786,1530,256
01/28/2021,6,New London,16753,16282,471,6280,80,364,274,90
01/28/2021,7,Tolland,6841,6428,413,4533,7,135,106,29
01/28/2021,8,Windham,8200,7984,216,7007,27,142,114,28
01/31/2021,1,Fairfield,72987,67728,5259,7733,229,1938,1541,397
01/31/2021,2,Hartford,64265,61300,2965,7199,267,2133,1736,397
01/31/2021,3,Litchfield,10057,9257,800,5553,18,258,223,35
01/31/2021,4,Middlesex,9366,8760,606,5757,28,322,246,76
01/31/2021,5,New Haven,63937,59389,4548,7455,273,1803,1546,257
01/31/2021,6,New London,17127,16647,480,6420,65,368,278,90
01/31/2021,7,Tolland,7008,6589,419,4643,5,140,111,29
01/31/2021,8,Windham,8375,8154,221,7156,27,149,120,29
02/01/2021,1,Fairfield,73651,68371,5280,7803,211,1940,1543,397
02/01/2021,2,Hartford,64818,61819,2999,7261,266,2141,1745,396
02/01/2021,3,Litchfield,10142,9336,806,5600,16,258,223,35
02/01/2021,4,Middlesex,9466,8852,614,5819,25,324,247,77
02/01/2021,5,New Haven,64733,60120,4613,7548,278,1805,1549,256
02/01/2021,6,New London,17332,16840,492,6497,70,368,279,89
02/01/2021,7,Tolland,7076,6645,431,4689,3,140,111,29
02/01/2021,8,Windham,8461,8235,226,7230,31,149,120,29
02/02/2021,1,Fairfield,73762,68471,5291,7815,214,1943,1545,398
02/02/2021,2,Hartford,64924,61911,3013,7273,251,2146,1750,396
02/02/2021,3,Litchfield,10165,9354,811,5613,17,259,223,36
02/02/2021,4,Middlesex,9481,8863,618,5828,26,325,248,77
02/02/2021,5,New Haven,64889,60248,4641,7566,273,1810,1553,257
02/02/2021,6,New London,17373,16881,492,6512,64,371,281,90
02/02/2021,7,Tolland,7090,6655,435,4698,2,143,113,30
02/02/2021,8,Windham,8475,8248,227,7242,27,152,121,31
02/03/2021,1,Fairfield,74033,68749,5284,7844,203,1946,1551,395
02/03/2021,2,Hartford,65172,62145,3027,7301,230,2160,1761,399
02/03/2021,3,Litchfield,10201,9388,813,5632,17,259,224,35
02/03/2021,4,Middlesex,9497,8873,624,5838,22,325,248,77
02/03/2021,5,New Haven,65075,60442,4633,7588,278,1815,1562,253
02/03/2021,6,New London,17459,16960,499,6544,64,374,284,90
02/03/2021,7,Tolland,7122,6688,434,4719,4,144,115,29
02/03/2021,8,Windham,8529,8299,230,7288,19,154,122,32
02/04/2021,1,Fairfield,74404,69098,5306,7883,214,1947,1555,392
02/04/2021,2,Hartford,65496,62436,3060,7337,234,2178,1772,406
02/04/2021,3,Litchfield,10256,9431,825,5663,16,259,224,35
02/04/2021,4,Middlesex,9549,8922,627,5870,19,325,248,77
02/04/2021,5,New Haven,65488,60824,4664,7636,262,1820,1568,252
02/04/2021,6,New London,17587,17080,507,6592,62,376,285,91
02/04/2021,7,Tolland,7163,6724,439,4746,3,146,116,30
02/04/2021,8,Windham,8571,8334,237,7324,17,155,122,33
02/07/2021,1,Fairfield,75471,70100,5371,7996,224,1965,1570,395
02/07/2021,2,Hartford,66561,63437,3124,7456,225,2199,1792,407
02/07/2021,3,Litchfield,10443,9595,848,5766,14,263,228,35
02/07/2021,4,Middlesex,9720,9080,640,5975,19,326,249,77
02/07/2021,5,New Haven,66619,61868,4751,7768,271,1835,1588,247
02/07/2021,6,New London,17948,17422,526,6728,46,379,286,93
02/07/2021,7,Tolland,7336,6889,447,4861,4,147,117,30
02/07/2021,8,Windham,8756,8530,226,7482,12,160,131,29
02/08/2021,1,Fairfield,75752,70359,5393,8026,229,1966,1571,395
02/08/2021,2,Hartford,66761,63616,3145,7479,227,2205,1797,408
02/08/2021,3,Litchfield,10468,9622,846,5780,15,264,229,35
02/08/2021,4,Middlesex,9762,9119,643,6001,20,327,250,77
02/08/2021,5,New Haven,66828,62065,4763,7792,272,1839,1591,248
02/08/2021,6,New London,18007,17479,528,6750,47,381,288,93
02/08/2021,7,Tolland,7353,6903,450,4872,3,148,118,30
02/08/2021,8,Windham,8783,8554,229,7505,13,160,130,30
02/09/2021,1,Fairfield,76010,70587,5423,8053,221,1975,1579,396
02/09/2021,2,Hartford,66945,63777,3168,7499,198,2208,1799,409
02/09/2021,3,Litchfield,10529,9667,862,5814,16,264,229,35
02/09/2021,4,Middlesex,9785,9134,651,6015,16,330,251,79
02/09/2021,5,New Haven,67075,62272,4803,7821,258,1848,1598,250
02/09/2021,6,New London,18070,17540,530,6773,45,383,289,94
02/09/2021,7,Tolland,7386,6929,457,4894,3,148,118,30
02/09/2021,8,Windham,8796,8565,231,7516,13,162,131,31
02/10/2021,1,Fairfield,76266,70819,5447,8081,207,1982,1586,396
02/10/2021,2,Hartford,67142,63956,3186,7521,191,2214,1804,410
02/10/2021,3,Litchfield,10569,9700,869,5836,14,265,230,35
02/10/2021,4,Middlesex,9837,9180,657,6047,13,330,251,79
02/10/2021,5,New Haven,67380,62537,4843,7857,252,1852,1602,250
02/10/2021,6,New London,18152,17603,549,6804,40,391,296,95
02/10/2021,7,Tolland,7421,6962,459,4917,2,150,120,30
02/10/2021,8,Windham,8834,8601,233,7549,12,162,131,31
02/11/2021,1,Fairfield,76511,71048,5463,8106,194,1986,1590,396
02/11/2021,2,Hartford,67328,64131,3197,7542,188,2223,1811,412
02/11/2021,3,Litchfield,10604,9732,872,5855,14,267,232,35
02/11/2021,4,Middlesex,9868,9207,661,6066,11,332,253,79
02/11/2021,5,New Haven,67586,62730,4856,7881,217,1859,1609,250
02/11/2021,6,New London,18226,17674,552,6832,39,391,296,95
02/11/2021,7,Tolland,7445,6984,461,4933,2,151,121,30
02/11/2021,8,Windham,8865,8631,234,7575,9,164,132,32
02/14/2021,1,Fairfield,77266,71779,5487,8186,168,1998,1600,398
02/14/2021,2,Hartford,67994,64751,3243,7617,166,2236,1823,413
02/14/2021,3,Litchfield,10710,9837,873,5914,8,269,234,35
02/14/2021,4,Middlesex,9998,9335,663,6146,14,334,254,80
02/14/2021,5,New Haven,68437,63518,4919,7980,211,1874,1624,250
02/14/2021,6,New London,18447,17883,564,6915,40,399,304,95
02/14/2021,7,Tolland,7527,7060,467,4987,2,156,125,31
02/14/2021,8,Windham,8944,8701,243,7643,9,172,136,36
02/15/2021,1,Fairfield,77457,71955,5502,8207,167,2000,1601,399
02/15/2021,2,Hartford,68055,64809,3246,7624,156,2236,1823,413
02/15/2021,3,Litchfield,10743,9866,877,5932,9,269,234,35
02/15/2021,4,Middlesex,10034,9368,666,6168,12,335,255,80
02/15/2021,5,New Haven,68593,63663,4930,7998,207,1873,1623,250
02/15/2021,6,New London,18500,17933,567,6934,44,399,304,95
02/15/2021,7,Tolland,7555,7087,468,5006,2,156,125,31
02/15/2021,8,Windham,8963,8718,245,7659,9,172,136,36
02/16/2021,1,Fairfield,77597,72044,5553,8222,175,2010,1610,400
02/16/2021,2,Hartford,68159,64881,3278,7635,154,2240,1826,414
02/16/2021,3,Litchfield,10765,9875,890,5944,9,270,235,35
02/16/2021,4,Middlesex,10044,9375,669,6174,13,335,255,80
02/16/2021,5,New Haven,68795,63777,5018,8022,190,1880,1629,251
02/16/2021,6,New London,18529,17953,576,6945,37,401,305,96
02/16/2021,7,Tolland,7565,7091,474,5013,3,157,126,31
02/16/2021,8,Windham,8974,8726,248,7668,3,174,138,36
02/17/2021,1,Fairfield,77794,72216,5578,8242,166,2016,1615,401
02/17/2021,2,Hartford,68277,64979,3298,7648,159,2246,1832,414
02/17/2021,3,Litchfield,10790,9894,896,5958,7,270,235,35
02/17/2021,4,Middlesex,10047,9379,668,6176,11,336,255,81
02/17/2021,5,New Haven,68953,63906,5047,8040,189,1885,1633,252
02/17/2021,6,New London,18547,17969,578,6952,29,402,306,96
02/17/2021,7,Tolland,7584,7105,479,5025,2,158,126,32
02/17/2021,8,Windham,8976,8727,249,7670,5,174,138,36
02/18/2021,1,Fairfield,78181,72594,5587,8283,154,2027,1624,403
02/18/2021,2,Hartford,68527,65222,3305,7676,147,2251,1837,414
02/18/2021,3,Litchfield,10835,9935,900,5983,7,270,235,35
02/18/2021,4,Middlesex,10113,9442,671,6216,14,337,255,82
02/18/2021,5,New Haven,69233,64172,5061,8073,180,1891,1638,253
02/18/2021,6,New London,18635,18057,578,6985,24,403,306,97
02/18/2021,7,Tolland,7612,7132,480,5044,3,159,127,32
02/18/2021,8,Windham,9028,8778,250,7714,6,176,139,37
02/21/2021,1,Fairfield,78803,73219,5584,8349,150,2034,1630,404
02/21/2021,2,Hartford,69078,65728,3350,7738,129,2258,1843,415
02/21/2021,3,Litchfield,10917,10013,904,6028,6,272,237,35
02/21/2021,4,Middlesex,10212,9534,678,6277,15,340,258,82
02/21/2021,5,New Haven,69832,64751,5081,8143,172,1905,1651,254
02/21/2021,6,New London,18791,18209,582,7044,23,405,308,97
02/21/2021,7,Tolland,7673,7189,484,5084,2,161,129,32
02/21/2021,8,Windham,9081,8832,249,7760,3,178,141,37
02/22/2021,1,Fairfield,79237,73415,5822,8395,149,2037,1633,404
02/22/2021,2,Hartford,69407,65833,3574,7775,130,2261,1846,415
02/22/2021,3,Litchfield,10975,10041,934,6060,6,272,237,35
02/22/2021,4,Middlesex,10259,9564,695,6306,17,341,259,82
02/22/2021,5,New Haven,70150,64893,5257,8180,174,1908,1653,255
02/22/2021,6,New London,18914,18246,668,7090,29,405,308,97
02/22/2021,7,Tolland,7705,7197,508,5105,2,161,129,32
02/22/2021,8,Windham,9095,8838,257,7772,4,178,141,37
02/23/2021,1,Fairfield,79710,73608,6102,8445,155,2039,1635,404
02/23/2021,2,Hartford,69674,65994,3680,7805,118,2268,1852,416
02/23/2021,3,Litchfield,11055,10071,984,6104,8,274,239,35
02/23/2021,4,Middlesex,10293,9591,702,6327,13,342,260,82
02/23/2021,5,New Haven,70592,65137,5455,8231,166,1914,1658,256
02/23/2021,6,New London,19032,18294,738,7134,29,406,309,97
02/23/2021,7,Tolland,7749,7231,518,5134,2,164,131,33
02/23/2021,8,Windham,9118,8852,266,7791,4,179,141,38
02/24/2021,1,Fairfield,80011,73857,6154,8477,147,2044,1639,405
02/24/2021,2,Hartford,69857,66159,3698,7825,113,2277,1861,416
02/24/2021,3,Litchfield,11082,10091,991,6119,8,275,240,35
02/24/2021,4,Middlesex,10336,9629,707,6353,13,342,260,82
02/24/2021,5,New Haven,70893,65373,5520,8266,170,1917,1661,256
02/24/2021,6,New London,19096,18356,740,7158,31,407,310,97
02/24/2021,7,Tolland,7770,7253,517,5148,2,164,131,33
02/24/2021,8,Windham,9144,8877,267,7814,1,179,141,38
02/25/2021,1,Fairfield,80243,74050,6193,8502,140,2051,1642,409
02/25/2021,2,Hartford,69982,66252,3730,7839,109,2274,1861,413
02/25/2021,3,Litchfield,11103,10106,997,6130,7,278,242,36
02/25/2021,4,Middlesex,10386,9667,719,6384,12,341,259,82
02/25/2021,5,New Haven,71194,65609,5585,8301,149,1919,1663,256
02/25/2021,6,New London,19123,18382,741,7168,31,407,310,97
02/25/2021,7,Tolland,7787,7266,521,5160,1,163,130,33
02/25/2021,8,Windham,9155,8888,267,7823,2,179,141,38
02/28/2021,1,Fairfield,81025,74767,6258,8585,126,2056,1647,409
02/28/2021,2,Hartford,70543,66736,3807,7902,99,2284,1869,415
02/28/2021,3,Litchfield,11204,10195,1009,6186,7,279,242,37
02/28/2021,4,Middlesex,10494,9755,739,6451,17,341,259,82
02/28/2021,5,New Haven,71998,66312,5686,8395,133,1925,1669,256
02/28/2021,6,New London,19308,18558,750,7237,29,411,314,97
02/28/2021,7,Tolland,7861,7338,523,5209,2,165,132,33
02/28/2021,8,Windham,9220,8954,266,7879,4,180,142,38
03/01/2021,1,Fairfield,81181,74904,6277,8601,125,2057,1648,409
03/01/2021,2,Hartford,70637,66827,3810,7913,103,2286,1871,415
03/01/2021,3,Litchfield,11223,10210,1013,6197,6,280,243,37
03/01/2021,4,Middlesex,10508,9767,741,6459,15,342,260,82
03/01/2021,5,New Haven,72163,66443,5720,8414,135,1926,1670,256
03/01/2021,6,New London,19329,18578,751,7245,24,411,314,97
03/01/2021,7,Tolland,7879,7351,528,5221,2,166,133,33
03/01/2021,8,Windham,9234,8963,271,7890,3,180,142,38
03/02/2021,1,Fairfield,81312,74996,6316,8615,134,2063,1653,410
03/02/2021,2,Hartford,70703,66862,3841,7920,105,2293,1878,415
03/02/2021,3,Litchfield,11242,10220,1022,6207,4,281,244,37
03/02/2021,4,Middlesex,10513,9767,746,6462,16,342,260,82
03/02/2021,5,New Haven,72368,66588,5780,8438,159,1930,1674,256
03/02/2021,6,New London,19350,18595,755,7253,27,411,314,97
03/02/2021,7,Tolland,7912,7364,548,5242,1,167,134,33
03/02/2021,8,Windham,9244,8970,274,7899,5,181,143,38
03/03/2021,1,Fairfield,81558,75238,6320,8641,129,2070,1660,410
03/03/2021,2,Hartford,70878,67014,3864,7940,102,2296,1880,416
03/03/2021,3,Litchfield,11271,10243,1028,6223,6,281,244,37
03/03/2021,4,Middlesex,10543,9793,750,6481,11,342,260,82
03/03/2021,5,New Haven,72658,66831,5827,8472,153,1933,1677,256
03/03/2021,6,New London,19395,18642,753,7270,25,411,314,97
03/03/2021,7,Tolland,7940,7391,549,5261,2,169,136,33
03/03/2021,8,Windham,9278,9003,275,7928,5,181,143,38
03/04/2021,1,Fairfield,81783,75434,6349,8665,118,2074,1663,411
03/04/2021,2,Hartford,71020,67137,3883,7956,102,2299,1881,418
03/04/2021,3,Litchfield,11293,10261,1032,6235,6,281,244,37
03/04/2021,4,Middlesex,10594,9838,756,6512,11,342,260,82
03/04/2021,5,New Haven,72947,67072,5875,8506,165,1933,1677,256
03/04/2021,6,New London,19445,18689,756,7289,20,413,316,97
03/04/2021,7,Tolland,7972,7420,552,5282,1,170,136,34
03/04/2021,8,Windham,9294,9017,277,7942,5,182,144,38
03/07/2021,1,Fairfield,82350,75963,6387,8725,95,2079,1668,411
03/07/2021,2,Hartford,71388,67476,3912,7997,87,2304,1887,417
03/07/2021,3,Litchfield,11399,10357,1042,6294,4,281,244,37
03/07/2021,4,Middlesex,10673,9912,761,6561,9,344,261,83
03/07/2021,5,New Haven,73618,67697,5921,8584,172,1937,1681,256
03/07/2021,6,New London,19568,18809,759,7335,13,416,318,98
03/07/2021,7,Tolland,8038,7479,559,5326,2,172,138,34
03/07/2021,8,Windham,9370,9093,277,8007,6,182,144,38
03/08/2021,1,Fairfield,82621,76180,6441,8754,96,2081,1670,411
03/08/2021,2,Hartford,71515,67584,3931,8011,88,2308,1891,417
03/08/2021,3,Litchfield,11438,10383,1055,6315,4,282,244,38
03/08/2021,4,Middlesex,10705,9935,770,6580,9,345,262,83
03/08/2021,5,New Haven,73834,67845,5989,8609,182,1943,1687,256
03/08/2021,6,New London,19606,18844,762,7349,13,416,318,98
03/08/2021,7,Tolland,8053,7492,561,5336,2,172,138,34
03/08/2021,8,Windham,9379,9099,280,8014,7,182,144,38
03/09/2021,1,Fairfield,82772,76283,6489,8770,115,2085,1673,412
03/09/2021,2,Hartford,71581,67632,3949,8019,85,2312,1895,417
03/09/2021,3,Litchfield,11469,10403,1066,6333,4,282,244,38
03/09/2021,4,Middlesex,10726,9948,778,6593,8,346,263,83
03/09/2021,5,New Haven,74020,67962,6058,8631,161,1946,1689,257
03/09/2021,6,New London,19624,18856,768,7356,10,417,319,98
03/09/2021,7,Tolland,8078,7509,569,5352,2,172,138,34
03/09/2021,8,Windham,9392,9110,282,8025,5,182,144,38
03/10/2021,1,Fairfield,82981,76472,6509,8792,107,2085,1673,412
03/10/2021,2,Hartford,71722,67770,3952,8034,80,2314,1897,417
03/10/2021,3,Litchfield,11507,10436,1071,6354,5,284,246,38
03/10/2021,4,Middlesex,10744,9968,776,6604,10,346,263,83
03/10/2021,5,New Haven,74277,68194,6083,8661,161,1951,1694,257
03/10/2021,6,New London,19649,18880,769,7365,11,417,319,98
03/10/2021,7,Tolland,8098,7526,572,5366,2,172,138,34
03/10/2021,8,Windham,9411,9129,282,8042,7,182,144,38
03/11/2021,1,Fairfield,83303,76786,6517,8826,105,2085,1673,412
03/11/2021,2,Hartford,71925,67959,3966,8057,77,2315,1898,417
03/11/2021,3,Litchfield,11575,10502,1073,6391,3,284,246,38
03/11/2021,4,Middlesex,10805,10024,781,6642,8,346,263,83
03/11/2021,5,New Haven,74678,68570,6108,8708,167,1954,1697,257
03/11/2021,6,New London,19731,18962,769,7396,11,417,319,98
03/11/2021,7,Tolland,8122,7544,578,5382,2,172,138,34
03/11/2021,8,Windham,9432,9146,286,8060,8,182,144,38
03/14/2021,1,Fairfield,84130,77561,6569,8914,117,2089,1675,414
03/14/2021,2,Hartford,72446,68415,4031,8115,80,2322,1905,417
03/14/2021,3,Litchfield,11704,10612,1092,6462,4,284,247,37
03/14/2021,4,Middlesex,10926,10134,792,6716,14,346,263,83
03/14/2021,5,New Haven,75354,69124,6230,8786,172,1966,1707,259
03/14/2021,6,New London,19850,19074,776,7440,15,417,319,98
03/14/2021,7,Tolland,8185,7596,589,5423,1,172,138,34
03/14/2021,8,Windham,9484,9193,291,8104,4,182,144,38
03/15/2021,1,Fairfield,84401,77750,6651,8942,110,2093,1678,415
03/15/2021,2,Hartford,72564,68505,4059,8129,82,2324,1906,418
03/15/2021,3,Litchfield,11752,10644,1108,6489,2,284,247,37
03/15/2021,4,Middlesex,10976,10164,812,6747,16,347,264,83
03/15/2021,5,New Haven,75647,69313,6334,8821,172,1969,1710,259
03/15/2021,6,New London,19872,19092,780,7449,17,417,319,98
03/15/2021,7,Tolland,8210,7612,598,5440,0,173,139,34
03/15/2021,8,Windham,9500,9209,291,8118,4,182,144,38
03/16/2021,1,Fairfield,84510,77846,6664,8954,107,2097,1682,415
03/16/2021,2,Hartford,72636,68573,4063,8137,95,2327,1908,419
03/16/2021,3,Litchfield,11782,10666,1116,6505,2,284,247,37
03/16/2021,4,Middlesex,10979,10168,811,6749,18,347,264,83
03/16/2021,5,New Haven,75759,69414,6345,8834,162,1970,1710,260
03/16/2021,6,New London,19888,19104,784,7455,14,417,319,98
03/16/2021,7,Tolland,8227,7622,605,5451,0,174,140,34
03/16/2021,8,Windham,9512,9221,291,8128,4,182,144,38
03/17/2021,1,Fairfield,84837,78150,6687,8989,106,2098,1685,413
03/17/2021,2,Hartford,72873,68789,4084,8163,88,2329,1911,418
03/17/2021,3,Litchfield,11858,10735,1123,6547,6,284,247,37
03/17/2021,4,Middlesex,11020,10208,812,6774,14,348,265,83
03/17/2021,5,New Haven,76092,69697,6395,8872,154,1976,1715,261
03/17/2021,6,New London,19956,19170,786,7480,15,418,320,98
03/17/2021,7,Tolland,8256,7641,615,5470,0,176,141,35
03/17/2021,8,Windham,9551,9258,293,8161,1,184,146,38
03/18/2021,1,Fairfield,85225,78489,6736,9030,115,2097,1685,412
03/18/2021,2,Hartford,73092,68988,4104,8188,83,2333,1914,419
03/18/2021,3,Litchfield,11942,10798,1144,6594,6,284,247,37
03/18/2021,4,Middlesex,11056,10239,817,6796,14,349,266,83
